4,2018,2,2541,515.823,0,287,154,1892.18
87,2018,1,13978,2837.53,1397.8,138,142,9746.67
3,2017,8,8281,1681.04,828.1,87,181,5865.86
154,2018,8,7327,1487.38,219.81,216,291,5694.81
195,2018,6,2792,566.776,0,202,201,2224.22
13,2016,11,7947,1613.24,238.41,186,191,6100.35
131,2018,6,10667,2165.4,1066.7,199,295,7530.9
150,2016,1,16322,3313.37,1632.2,153,213,11436.4
122,2017,2,13253,2690.36,1325.3,208,167,9196.34
182,2017,7,5037,1022.51,151.11,199,143,3807.38
58,2016,6,14816,3007.65,1481.6,215,170,10281.8
125,2018,11,11540,2342.62,1154,122,124,8045.38
58,2016,6,18390,3733.17,3678,69,190,11099.8
55,2016,7,9393,1906.78,939.3,248,249,6547.92
41,2018,7,3756,762.468,0,140,226,3079.53
47,2018,5,19444,3947.13,3888.8,99,206,11715.1
72,2016,9,18618,3779.45,3723.6,222,189,11081.9
118,2016,9,7139,1449.22,214.17,198,204,5481.61
168,2018,3,16673,3384.62,1667.3,126,281,11776.1
195,2016,9,8770,1780.31,877,129,197,6180.69
92,2018,3,8986,1824.16,898.6,150,101,6214.24
156,2018,8,8655,1756.97,865.5,274,251,6009.53
143,2016,10,19441,3946.52,3888.2,184,106,11528.3
36,2016,1,3007,610.421,0,117,157,2436.58
82,2018,2,17445,3541.34,3489,89,109,10434.7
115,2016,7,8922,1811.17,892.2,286,206,6138.63
191,2017,6,3400,690.2,0,251,102,2560.8
62,2017,5,12624,2562.67,1262.4,197,248,8849.93
76,2018,4,6102,1238.71,183.06,170,271,4781.23
8,2016,1,7096,1440.49,212.88,81,288,5649.63
79,2016,9,10781,2188.54,1078.1,234,113,7393.36
168,2018,6,9400,1908.2,940,248,187,6490.8
51,2016,2,9648,1958.54,964.8,223,107,6608.66
139,2018,5,7813,1586.04,234.39,214,209,5987.57
56,2017,9,5600,1136.8,168,269,259,4285.2
67,2017,6,8724,1770.97,872.4,268,144,5956.63
195,2017,11,5695,1156.09,170.85,145,273,4496.06
52,2016,11,14314,2905.74,1431.4,203,68,9841.86
103,2018,3,5580,1132.74,167.4,176,218,4321.86
154,2017,6,13009,2640.83,1300.9,97,132,9102.27
23,2018,2,8538,1733.21,853.8,239,250,5961.99
48,2018,6,4815,977.445,0,148,256,3945.55
111,2017,9,9272,1882.22,927.2,195,228,6495.58
24,2016,2,3875,786.625,0,173,169,3084.38
128,2017,7,6881,1396.84,206.43,138,62,5201.73
166,2018,3,6057,1229.57,181.71,216,112,4541.72
162,2018,8,5100,1035.3,153,170,183,3924.7
39,2017,1,15901,3227.9,1590.1,249,195,11029
77,2016,11,9182,1863.95,918.2,265,268,6402.85
76,2018,10,12332,2503.4,1233.2,272,149,8472.4
9,2018,5,4976,1010.13,0,189,268,4044.87
151,2017,9,5934,1204.6,178.02,289,61,4323.38
127,2017,5,6718,1363.75,201.54,213,119,5058.71
15,2016,3,19187,3894.96,3837.4,109,289,11634.6
186,2018,1,2693,546.679,0,215,237,2168.32
160,2016,6,9488,1926.06,948.8,262,275,6626.14
78,2018,10,16316,3312.15,1631.6,91,86,11367.3
51,2018,7,16185,3285.56,1618.5,193,252,11339.9
123,2016,1,6813,1383.04,204.39,216,61,5070.57
172,2017,5,2981,605.143,0,124,216,2467.86
168,2018,6,8035,1631.11,803.5,110,193,5683.4
59,2016,5,11292,2292.28,1129.2,99,273,8044.52
163,2017,9,7245,1470.74,217.35,69,286,5773.91
29,2016,6,4668,947.604,0,158,127,3689.4
154,2018,4,12702,2578.51,1270.2,85,137,8905.29
12,2017,8,14334,2909.8,1433.4,254,192,9928.8
33,2017,5,9987,2027.36,998.7,277,138,6821.94
123,2016,5,4263,865.389,0,88,212,3521.61
39,2018,8,14213,2885.24,1421.3,247,62,9721.46
53,2018,9,4043,820.729,0,64,283,3441.27
97,2016,6,16003,3248.61,1600.3,132,285,11307.1
140,2018,3,10992,2231.38,1099.2,202,242,7701.42
117,2018,10,4187,849.961,0,260,153,3230.04
91,2018,10,2735,555.205,0,173,91,2097.8
133,2017,11,9785,1986.36,978.5,130,200,6890.14
35,2018,3,13019,2642.86,1301.9,265,236,9045.24
13,2017,11,19871,4033.81,3974.2,206,178,11835
178,2017,9,3518,714.154,0,204,299,2898.85
18,2017,6,16060,3260.18,1606,66,190,11317.8
135,2016,11,12076,2451.43,1207.6,287,103,8232.97
147,2016,1,10382,2107.55,1038.2,106,105,7235.25
64,2017,7,5125,1040.38,153.75,247,169,3852.88
128,2018,1,9402,1908.61,940.2,142,183,6594.19
157,2017,11,12695,2577.09,1269.5,185,124,8787.42
76,2016,5,7530,1528.59,225.9,226,271,5820.51
73,2018,9,6153,1249.06,184.59,220,90,4589.35
3,2016,3,7440,1510.32,223.2,271,242,5677.48
7,2018,6,3958,803.474,0,118,265,3301.53
136,2017,1,11058,2244.77,1105.8,259,203,7651.43
165,2017,5,8977,1822.33,897.7,128,293,6421.97
173,2017,6,16960,3442.88,1696,168,93,11746.1
98,2016,6,16111,3270.53,1611.1,204,175,11200.4
5,2016,7,3823,776.069,0,145,216,3117.93
109,2017,7,11026,2238.28,1102.6,217,117,7585.12
190,2016,4,15396,3125.39,1539.6,122,157,10766
188,2017,7,14085,2859.26,1408.5,101,243,9959.24
48,2018,2,9059,1838.98,905.9,112,276,6478.12
42,2017,11,6084,1235.05,182.52,274,234,4626.43
94,2018,9,7532,1529,225.96,143,267,5901.04
54,2016,3,12567,2551.1,1256.7,108,175,8826.2
115,2016,2,8754,1777.06,875.4,91,241,6251.54
143,2017,2,5721,1161.36,171.63,170,246,4464.01
198,2017,9,8850,1796.55,885,178,259,6249.45
35,2016,3,4137,839.811,0,194,96,3199.19
125,2017,4,9462,1920.79,946.2,288,101,6408.01
33,2018,1,4855,985.565,0,195,242,3916.43
137,2016,8,5424,1101.07,162.72,98,132,4194.21
14,2018,9,12540,2545.62,1254,253,215,8702.38
151,2018,6,3517,713.951,0,112,92,2783.05
3,2016,6,5040,1023.12,151.2,148,185,3902.68
75,2016,10,10990,2230.97,1099,85,213,7788.03
44,2018,4,7044,1429.93,211.32,278,155,5279.75
112,2016,2,10264,2083.59,1026.4,241,243,7156.01
186,2017,11,14292,2901.28,1429.2,297,89,9753.52
121,2016,1,8967,1820.3,896.7,81,269,6438
113,2018,5,5601,1137,168.03,137,115,4273.97
161,2016,8,10824,2197.27,1082.4,141,172,7575.33
96,2016,10,13027,2644.48,1302.7,64,295,9310.82
177,2018,9,8787,1783.76,878.7,147,264,6241.54
132,2016,7,8206,1665.82,820.6,263,190,5646.58
138,2017,3,14664,2976.79,1466.4,162,239,10297.8
147,2017,5,16818,3414.05,1681.8,172,90,11640.1
117,2016,6,2803,569.009,0,202,278,2309.99
57,2018,10,5471,1110.61,164.13,164,173,4205.26
56,2018,6,2546,516.838,0,258,149,1920.16
37,2017,6,13289,2697.67,1328.9,164,285,9383.43
195,2016,10,13318,2703.55,1331.8,90,61,9253.65
189,2016,9,12152,2466.86,1215.2,187,70,8352.94
193,2018,9,16923,3435.37,1692.3,227,140,11708.3
101,2016,10,2528,513.184,0,243,207,1978.82
199,2017,7,7409,1504.03,222.27,123,69,5628.7
193,2018,10,3108,630.924,0,200,161,2438.08
149,2017,7,16646,3379.14,1664.6,270,89,11421.3
188,2018,5,3248,659.344,0,247,276,2617.66
28,2017,11,17685,3590.06,3537,138,73,10492.9
31,2016,6,4923,999.369,0,299,157,3781.63
157,2016,5,8318,1688.55,831.8,146,271,5922.65
60,2016,1,7549,1532.45,226.47,196,164,5758.08
198,2016,1,10575,2146.73,1057.5,213,122,7279.77
139,2017,10,5426,1101.48,162.78,266,73,3968.74
117,2018,9,5626,1142.08,168.78,112,235,4438.14
86,2016,11,17236,3498.91,3447.2,161,154,10282.9
137,2016,3,8936,1814.01,893.6,178,142,6192.39
8,2016,10,3230,655.69,0,141,285,2718.31
6,2016,9,4690,952.07,0,270,202,3669.93
82,2016,3,6416,1302.45,192.48,72,148,4997.07
180,2017,1,18803,3817.01,3760.6,134,203,11294.4
186,2017,5,14817,3007.85,1481.7,193,289,10423.4
141,2018,11,6318,1282.55,189.54,118,110,4837.91
179,2017,4,14403,2923.81,1440.3,136,183,10085.9
32,2018,3,13489,2738.27,1348.9,288,142,9255.83
161,2018,10,7902,1604.11,237.06,263,291,6088.83
31,2016,7,4008,813.624,0,119,271,3346.38
18,2018,3,11504,2335.31,1150.4,212,105,7911.29
66,2016,9,15222,3090.07,1522.2,238,137,10508.7
196,2016,4,15008,3046.62,1500.8,181,179,10458.6
196,2016,5,9937,2017.21,993.7,129,118,6915.09
55,2016,6,17617,3576.25,3523.4,195,135,10457.3
15,2018,8,15212,3088.04,1521.2,68,62,10596.8
174,2017,6,9484,1925.25,948.4,114,280,6776.35
192,2016,5,3115,632.345,0,299,130,2313.65
59,2017,2,8977,1822.33,897.7,192,256,6320.97
111,2017,2,15441,3134.52,1544.1,250,103,10615.4
77,2018,5,9778,1984.93,977.8,60,91,6846.27
130,2018,7,13833,2808.1,1383.3,127,293,9807.6
117,2016,3,12176,2471.73,1217.6,89,150,8547.67
136,2016,7,7186,1458.76,215.58,140,96,5467.66
51,2016,2,11679,2370.84,1167.9,244,201,8097.26
65,2016,4,10016,2033.25,1001.6,186,166,6961.15
95,2016,3,3840,779.52,0,226,81,2915.48
62,2016,9,14309,2904.73,1430.9,75,202,10100.4
130,2016,10,17745,3602.24,3549,142,163,10614.8
18,2016,9,11818,2399.05,1181.8,142,287,8382.15
75,2017,3,6136,1245.61,184.08,290,174,4590.31
73,2017,3,14790,3002.37,1479,233,296,10371.6
66,2017,7,17208,3493.22,3441.6,68,111,10316.2
58,2018,5,18939,3844.62,3787.8,98,62,11270.6
121,2016,2,10269,2084.61,1026.9,99,298,7356.49
167,2017,11,2659,539.777,0,158,226,2187.22
145,2018,1,14658,2975.57,1465.8,82,246,10380.6
170,2016,8,13147,2668.84,1314.7,238,182,9107.46
151,2017,10,14292,2901.28,1429.2,260,138,9839.52
16,2018,11,16382,3325.55,1638.2,120,295,11593.3
121,2017,10,7336,1489.21,220.08,217,278,5687.71
31,2017,8,11816,2398.65,1181.6,290,189,8134.75
64,2017,1,9520,1932.56,952,200,100,6535.44
63,2016,9,5675,1152.03,170.25,132,101,4321.73
3,2017,1,11214,2276.44,1121.4,126,128,7818.16
32,2016,3,17575,3567.73,3515,95,61,10458.3
108,2016,5,15734,3194,1573.4,150,245,11061.6
84,2016,2,16661,3382.18,1666.1,104,129,11637.7
19,2016,10,13350,2710.05,1335,233,185,9256.95
106,2016,3,3337,677.411,0,138,213,2734.59
55,2018,9,16591,3367.97,1659.1,89,235,11709.9
122,2016,5,18837,3823.91,3767.4,283,164,11126.7
36,2018,4,4281,869.043,0,185,92,3318.96
114,2016,5,12376,2512.33,1237.6,126,136,8636.07
191,2016,8,14174,2877.32,1417.4,159,283,10003.3
9,2017,7,10919,2216.56,1091.9,105,265,7770.54
155,2016,4,4115,835.345,0,269,84,3094.65
28,2017,4,16009,3249.83,1600.9,120,75,11113.3
124,2016,6,16172,3282.92,1617.2,268,298,11301.9
71,2017,2,13510,2742.53,1351,162,114,9368.47
171,2017,1,6682,1356.45,200.46,251,195,5069.09
156,2016,2,17402,3532.61,3480.4,235,200,10354
147,2016,11,11122,2257.77,1112.2,167,277,7862.03
18,2016,7,12594,2556.58,1259.4,90,83,8771.02
197,2016,6,14172,2876.92,1417.2,219,288,9946.88
167,2018,9,9408,1909.82,940.8,155,288,6690.38
141,2018,2,7704,1563.91,231.12,266,299,5941.97
76,2017,5,10666,2165.2,1066.6,280,147,7301.2
154,2017,6,15556,3157.87,1555.6,74,147,10915.5
73,2016,10,14331,2909.19,1433.1,276,83,9795.71
176,2017,4,7018,1424.65,210.54,196,160,5346.81
50,2016,8,4490,911.47,0,105,64,3537.53
102,2016,9,14143,2871.03,1414.3,154,137,9840.67
151,2018,6,17196,3490.79,3439.2,163,88,10191
173,2018,6,13197,2678.99,1319.7,152,283,9329.31
21,2017,5,12008,2437.62,1200.8,285,298,8382.58
91,2017,11,7501,1522.7,225.03,270,228,5711.27
169,2016,11,13692,2779.48,1369.2,74,89,9558.32
145,2018,8,2713,550.739,0,173,214,2203.26
106,2016,7,9901,2009.9,990.1,182,197,6916
64,2018,2,16864,3423.39,1686.4,241,90,11603.2
68,2016,7,17179,3487.34,3435.8,95,69,10229.9
92,2018,6,13182,2675.95,1318.2,78,66,9175.85
193,2017,5,8151,1654.65,815.1,158,73,5596.25
71,2018,1,5242,1064.13,157.26,270,212,3962.61
91,2016,6,5718,1160.75,171.54,203,287,4469.71
75,2016,9,11757,2386.67,1175.7,250,114,8058.63
133,2017,6,11063,2245.79,1106.3,176,227,7761.91
3,2016,1,8865,1799.6,886.5,215,206,6169.9
160,2017,2,15830,3213.49,1583,188,108,10953.5
3,2018,6,9266,1881,926.6,115,190,6533.4
104,2018,7,16982,3447.35,1698.2,188,132,11780.5
45,2017,9,9108,1848.92,910.8,192,187,6343.28
176,2017,7,5764,1170.09,172.92,197,263,4486.99
151,2017,3,2689,545.867,0,80,192,2255.13
41,2016,9,9474,1923.22,947.4,133,191,6661.38
108,2017,7,10697,2171.49,1069.7,179,80,7356.81
166,2018,9,5840,1185.52,175.2,107,239,4611.28
114,2016,9,9992,2028.38,999.2,253,232,6943.42
100,2017,6,4340,881.02,0,117,205,3546.98
115,2018,9,13791,2799.57,1379.1,252,70,9430.33
6,2016,9,15971,3242.11,1597.1,217,133,11047.8
16,2016,5,16326,3314.18,1632.6,136,170,11413.2
118,2016,7,5418,1099.85,162.54,149,219,4225.61
196,2016,1,12880,2614.64,1288,188,187,8976.36
75,2016,8,17870,3627.61,3574,267,96,10497.4
167,2018,10,4019,815.857,0,261,76,3018.14
48,2017,3,16216,3291.85,1621.6,72,72,11302.6
13,2018,2,5362,1088.49,160.86,136,160,4136.65
148,2018,6,5136,1042.61,154.08,180,138,3897.31
177,2017,3,9740,1977.22,974,217,266,6837.78
181,2018,6,10249,2080.55,1024.9,223,138,7058.55
184,2017,4,9796,1988.59,979.6,136,138,6829.81
11,2016,3,12577,2553.13,1257.7,90,147,8823.17
44,2016,11,5178,1051.13,155.34,256,213,3928.53
152,2017,2,5593,1135.38,167.79,228,232,4293.83
182,2016,1,12668,2571.6,1266.8,75,211,8965.6
51,2018,2,8151,1654.65,815.1,246,284,5719.25
28,2017,7,17129,3477.19,3425.8,216,174,10184
192,2016,4,10646,2161.14,1064.6,273,271,7418.26
183,2017,5,5640,1144.92,169.2,192,296,4429.88
178,2016,2,13162,2671.89,1316.2,215,203,9161.91
184,2018,11,5565,1129.7,166.95,245,173,4196.35
171,2016,4,19378,3933.73,3875.6,280,111,11399.7
135,2016,1,14975,3039.93,1497.5,109,90,10418.6
50,2017,10,7214,1464.44,216.42,62,187,5658.14
198,2017,9,13522,2744.97,1352.2,142,190,9472.83
145,2017,5,9205,1868.62,920.5,299,141,6257.89
175,2016,9,9208,1869.22,920.8,106,256,6567.98
85,2017,5,12666,2571.2,1266.6,146,155,8837.2
144,2017,8,14253,2893.36,1425.3,77,208,10065.3
101,2017,8,14082,2858.65,1408.2,275,97,9637.15
61,2018,3,19796,4018.59,3959.2,181,161,11798.2
124,2016,4,3318,673.554,0,75,156,2725.45
34,2018,10,14574,2958.52,1457.4,193,262,10227.1
8,2016,4,10653,2162.56,1065.3,92,247,7580.14
96,2018,10,8950,1816.85,895,221,61,6078.15
17,2018,3,8216,1667.85,821.6,73,181,5834.55
2,2018,9,4050,822.15,0,173,281,3335.85
123,2016,11,3643,739.529,0,245,272,2930.47
50,2016,7,15976,3243.13,1597.6,121,147,11161.3
109,2018,4,17372,3526.52,3474.4,92,209,10488.1
18,2017,3,12158,2468.07,1215.8,73,226,8627.13
14,2016,11,12171,2470.71,1217.1,226,96,8353.19
124,2018,11,18029,3659.89,3605.8,208,169,10724.3
196,2016,11,6617,1343.25,198.51,235,126,4966.24
45,2017,4,10928,2218.38,1092.8,157,98,7557.82
93,2017,9,16986,3448.16,1698.6,299,240,11780.2
104,2018,6,12415,2520.25,1241.5,145,138,8646.25
117,2017,10,10887,2210.06,1088.7,64,206,7730.24
117,2018,11,13074,2654.02,1307.4,91,252,9273.58
9,2018,5,4885,991.655,0,157,171,3907.34
26,2018,7,10268,2084.4,1026.8,282,273,7147.8
197,2016,2,15038,3052.71,1503.8,88,215,10608.5
59,2016,4,15593,3165.38,1559.3,84,247,11031.3
16,2017,2,12001,2436.2,1200.1,262,227,8329.7
91,2017,5,17584,3569.55,3516.8,195,145,10447.6
17,2016,11,7372,1496.52,221.16,246,116,5524.32
